epoch,report,confusion_matrix,accuracy,balanced_accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,ECE,Brier,NLL,Entropy,Epistemic,Aleatoric,train_loss,train_ce_loss,train_parcel_loss,test_loss,learning_rate,time
0,"              precision    recall  f1-score   support

     class 0   0.830364  0.958855  0.889996      1118
     class 1   0.659946  0.894353  0.759474       549
     class 2   0.966358  0.737958  0.836854      1557

    accuracy                       0.841191      3224
   macro avg   0.818890  0.863722  0.828775      3224
weighted avg   0.867022  0.841191  0.842105      3224
","[[1072   41    5]
 [  23  491   35]
 [ 196  212 1149]]",0.8411910669975186,0.8637220263143894,0.7533012838380005,0.8411910669975186,0.8287745151348614,0.8421053655512207,0.8411910669975186,0.8637220263143894,0.8411910669975186,0.8411910669975186,0.8188895265669105,0.8670215106386148,0.1482003523446281,0.25676434029985157,0.5113750447875534,0.7600025646924183,0.0,0.7600025646924183,0.60345619233946,0.60345619233946,0.0,0.2576004,0.00011999999999999999,0.0172516663869222
1,"              precision    recall  f1-score   support

     class 0   0.887163  0.970483  0.926954      1118
     class 1   0.815961  0.912568  0.861565       549
     class 2   0.967556  0.861914  0.911685      1557

    accuracy                       0.908189      3224
   macro avg   0.890227  0.914988  0.900068      3224
weighted avg   0.913863  0.908189  0.908445      3224
","[[1085   21   12]
 [  15  501   33]
 [ 123   92 1342]]",0.9081885856079405,0.9149884161453671,0.8538633555362709,0.9081885856079405,0.9000679979868543,0.9084451756489021,0.9081885856079405,0.9149884161453671,0.9081885856079405,0.9081885856079405,0.8902265008932021,0.913863199317105,0.04851162989544148,0.14091175197903832,0.2906577358275023,0.407446094668864,0.0,0.407446094668864,0.3079595249922325,0.3079595249922325,0.0,0.08293271,0.00017999999999999998,0.03186083634694417
2,"              precision    recall  f1-score   support

     class 0   0.932990  0.971377  0.951797      1118
     class 1   0.850000  0.959927  0.901625       549
     class 2   0.979167  0.905588  0.940941      1557

    accuracy                       0.937655      3224
   macro avg   0.920719  0.945631  0.931454      3224
weighted avg   0.941158  0.937655  0.938011      3224
","[[1086   20   12]
 [   4  527   18]
 [  74   73 1410]]",0.9376550868486352,0.945630756199337,0.9004627083831257,0.9376550868486352,0.931454310438673,0.9380105529642,0.9376550868486352,0.945630756199337,0.9376550868486352,0.9376550868486352,0.9207187857961053,0.9411584907651378,0.022709976368006615,0.1029439565368267,0.21299897729191664,0.264374903942726,0.0,0.264374903942726,0.18823621049523354,0.18823621049523354,0.0,0.05727979,0.00023999999999999998,0.04778694311777751
3,"              precision    recall  f1-score   support

     class 0   0.943299  0.982111  0.962314      1118
     class 1   0.896785  0.965392  0.929825       549
     class 2   0.978897  0.923571  0.950430      1557

    accuracy                       0.950993      3224
   macro avg   0.939660  0.957025  0.947523      3224
weighted avg   0.952570  0.950993  0.951042      3224
","[[1098    6   14]
 [   2  530   17]
 [  64   55 1438]]",0.9509925558312655,0.9570245010955137,0.9214038535243535,0.9509925558312655,0.9475226437698488,0.9510419883919934,0.9509925558312655,0.9570245010955137,0.9509925558312655,0.9509925558312655,0.9396604293469829,0.9525701697252275,0.00949316757267878,0.07914801528918977,0.1610114187363231,0.183114662226417,0.0,0.183114662226417,0.14039868162944913,0.14039868162944913,0.0,0.041560225,0.0003,0.06519271930058797
4,"              precision    recall  f1-score   support

     class 0   0.956217  0.976744  0.966372      1118
     class 1   0.892977  0.972678  0.931125       549
     class 2   0.977089  0.931278  0.953634      1557

    accuracy                       0.954094      3224
   macro avg   0.942094  0.960233  0.950377      3224
weighted avg   0.955528  0.954094  0.954218      3224
","[[1092    6   20]
 [   1  534   14]
 [  49   58 1450]]",0.9540942928039702,0.9602332935276946,0.9263487241704522,0.9540942928039702,0.9503766758699745,0.9542179325069542,0.9540942928039702,0.9602332935276946,0.9540942928039702,0.9540942928039702,0.9420942334293262,0.9555280485451967,0.009605360401288534,0.07059647502170481,0.14110539679759163,0.148417181290464,0.0,0.148417181290464,0.11872064199997112,0.11872064199997112,0.0,0.039250847,0.0003,0.0817706267038981
5,"              precision    recall  f1-score   support

     class 0   0.963813  0.976744  0.970235      1118
     class 1   0.893155  0.974499  0.932056       549
     class 2   0.976542  0.935774  0.955723      1557

    accuracy                       0.956576      3224
   macro avg   0.944503  0.962339  0.952671      3224
weighted avg   0.957928  0.956576  0.956725      3224
","[[1092    5   21]
 [   0  535   14]
 [  41   59 1457]]",0.956575682382134,0.96233906650431,0.9302982108031287,0.956575682382134,0.9526714626566983,0.9567254478901014,0.956575682382134,0.96233906650431,0.956575682382134,0.956575682382134,0.9445032332891256,0.9579281156457851,0.010503445313146445,0.0683962817234752,0.13541940069737024,0.13027460400237825,0.0,0.13027460400237825,0.10604782734299079,0.10604782734299079,0.0,0.0372248,0.0002996528771620249,0.09843515952428182
6,"              precision    recall  f1-score   support

     class 0   0.966342  0.975850  0.971073      1118
     class 1   0.887417  0.976321  0.929748       549
     class 2   0.975855  0.934489  0.954724      1557

    accuracy                       0.955955      3224
   macro avg   0.943205  0.962220  0.951848      3224
weighted avg   0.957497  0.955955  0.956140      3224
","[[1091    4   23]
 [   0  536   13]
 [  38   64 1455]]",0.955955334987593,0.9622199057463802,0.9293383060104144,0.955955334987593,0.9518484776117043,0.9561404848865819,0.955955334987593,0.9622199057463802,0.955955334987593,0.955955334987593,0.9432047482701608,0.9574965045786641,0.011110505827031351,0.06770337284822701,0.13275117790680432,0.11980640734356915,0.0,0.11980640734356915,0.09653013783584659,0.09653013783584659,0.0,0.028880298,0.00029861319979567375,0.11630739370981852
7,"              precision    recall  f1-score   support

     class 0   0.970536  0.972272  0.971403      1118
     class 1   0.920690  0.972678  0.945970       549
     class 2   0.971785  0.951188  0.961376      1557

    accuracy                       0.962159      3224
   macro avg   0.954337  0.965379  0.959583      3224
weighted avg   0.962651  0.962159  0.962230      3224
","[[1087    3   28]
 [   0  534   15]
 [  33   43 1481]]",0.9621588089330024,0.9653792307209499,0.9390257967782861,0.9621588089330024,0.9595830332823567,0.9622297675743419,0.9621588089330024,0.9653792307209499,0.9621588089330024,0.9621588089330024,0.9543367154536716,0.9626508830331512,0.00709302590806814,0.05970346767106252,0.11728742136638283,0.11287425230383832,0.0,0.11287425230383832,0.09257593985724573,0.09257593985724573,0.0,0.032403097,0.00029688603310456727,0.13333995739618937
8,"              precision    recall  f1-score   support

     class 0   0.970667  0.976744  0.973696      1118
     class 1   0.909710  0.972678  0.940141       549
     class 2   0.975529  0.947335  0.961225      1557

    accuracy                       0.961849      3224
   macro avg   0.951969  0.965585  0.958354      3224
weighted avg   0.962635  0.961849  0.961959      3224
","[[1092    4   22]
 [   0  534   15]
 [  33   49 1475]]",0.961848635235732,0.9655854665099253,0.9386140419341921,0.961848635235732,0.9583539809258451,0.961959353016687,0.961848635235732,0.9655854665099253,0.961848635235732,0.961848635235732,0.9519687196728651,0.9626349714540557,0.008685977708120242,0.060505093040735564,0.11924705313776114,0.1115112574549772,0.0,0.1115112574549772,0.08937288438513254,0.08937288438513254,0.0,0.024228754,0.0002944797916712104,0.15016440947850546
9,"              precision    recall  f1-score   support

     class 0   0.973142  0.972272  0.972707      1118
     class 1   0.915952  0.972678  0.943463       549
     class 2   0.973097  0.952473  0.962674      1557

    accuracy                       0.962779      3224
   macro avg   0.954064  0.965807  0.959615      3224
weighted avg   0.963382  0.962779  0.962882      3224
","[[1087    5   26]
 [   0  534   15]
 [  30   44 1483]]",0.9627791563275434,0.9658074045595284,0.9400412402449618,0.9627791563275434,0.9596147629982955,0.9628820138769569,0.9627791563275434,0.9658074045595284,0.9627791563275434,0.9627791563275434,0.9540638103283752,0.9633818176188221,0.007223225377914744,0.05730375806582951,0.11416699261683089,0.10426311029719311,0.0,0.10426311029719311,0.08477311361154231,0.08477311361154231,0.0,0.03485842,0.0002914061984619919,0.16657731533050538
