d0,mean_brier,se_brier,n,target_fold
0.5,0.03921056055154926,0.008129848997537307,630,0
0.75,0.03804722961235327,0.008152133780038694,630,0
1.0,0.037496513004725444,0.008158532603257862,630,0
1.5,0.037185315793774404,0.008158344399920834,630,0
2.0,0.03713456209223169,0.008158022616329526,630,0
3.0,0.03711923905424483,0.008158457455226484,630,0
4.0,0.037116934033239395,0.008158544821106433,630,0
5.0,0.03711673473301756,0.008158544701619695,630,0
6.0,0.03711673473301756,0.008158544701619697,630,0
8.0,0.037116734733017555,0.008158544701619695,630,0
10.0,0.03711673473301756,0.008158544701619695,630,0
12.0,0.03711673473301756,0.008158544701619697,630,0
0.5,0.02852683768398537,0.006530715356590276,632,1
0.75,0.027599064311671626,0.006545114670212321,632,1
1.0,0.02715958185789163,0.006560780734216815,632,1
1.5,0.026862779173576365,0.006563131270028539,632,1
2.0,0.026808958678015582,0.006562621507252443,632,1
3.0,0.02679156621795095,0.006563131724025977,632,1
4.0,0.026789095383259038,0.006563234839539665,632,1
5.0,0.0267888967137341,0.006563234196506217,632,1
6.0,0.0267888967137341,0.006563234196506216,632,1
8.0,0.026788896713734106,0.006563234196506217,632,1
10.0,0.0267888967137341,0.006563234196506217,632,1
12.0,0.0267888967137341,0.006563234196506216,632,1
0.5,0.03902664444293971,0.008834817310517723,582,2
0.75,0.037968798420141864,0.008825054467738194,582,2
1.0,0.03743667347533555,0.00882143737913621,582,2
1.5,0.03718871796813525,0.00882174022293075,582,2
2.0,0.03713005048939618,0.008821415190441401,582,2
3.0,0.037110669301491275,0.008821905274827421,582,2
4.0,0.03710794739267965,0.008822001430209427,582,2
5.0,0.03710773165532611,0.00882200130033453,582,2
6.0,0.03710773165532611,0.00882200130033453,582,2
8.0,0.03710773165532611,0.00882200130033453,582,2
10.0,0.03710773165532611,0.00882200130033453,582,2
12.0,0.03710773165532611,0.00882200130033453,582,2
0.5,0.03180885507702949,0.007115861366070253,658,3
0.75,0.031029223956364625,0.007167025630285635,658,3
1.0,0.030556582063617024,0.007179358717187367,658,3
1.5,0.030271850639441617,0.00718283461101417,658,3
2.0,0.030225838507740986,0.007183028197530373,658,3
3.0,0.030209959375375198,0.0071834686150891,658,3
4.0,0.030207535138333748,0.007183557555136994,658,3
5.0,0.030207344318972408,0.007183557151389223,658,3
6.0,0.030207344318972415,0.007183557151389224,658,3
8.0,0.030207344318972408,0.007183557151389223,658,3
10.0,0.030207344318972408,0.007183557151389223,658,3
12.0,0.030207344318972415,0.007183557151389224,658,3
0.5,0.039987100728856376,0.008287195858259959,662,4
0.75,0.039068353388890115,0.008312306837073348,662,4
1.0,0.038594685758363424,0.00832094598396826,662,4
1.5,0.03832255288848586,0.008321937538652594,662,4
2.0,0.03829019470486043,0.008321598487988666,662,4
3.0,0.03828206929036927,0.008321647758205757,662,4
4.0,0.038281762514343905,0.008321649721167793,662,4
5.0,0.03828176251434391,0.008321649721167793,662,4
6.0,0.03828176251434391,0.008321649721167793,662,4
8.0,0.038281762514343905,0.008321649721167793,662,4
10.0,0.03828176251434391,0.008321649721167793,662,4
12.0,0.03828176251434391,0.008321649721167793,662,4
