direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2021_2022_to_2025_2026,VanillaTransformer,42,M0_equal,0.0,455,all target parcels,0.6787629474848993,0.394297961632269,0.7253859240780777,0.7098901098901099,30.53846153846154
2021_2022_to_2025_2026,VanillaTransformer,42,M2_source_frozen_one_se,0.5,455,all target parcels,0.6961785178108366,0.3882465804533286,0.7277058916868522,0.7252747252747253,27.255108107730358
