direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,STSMamba,42,M0_equal,0.0,791,all target parcels,0.9319271284778349,0.14431851648786226,0.3043438808327003,0.9355246523388117,19.4551201011378
2025_2026_to_2021_2022,STSMamba,42,M2_source_frozen_one_se,0.5,791,all target parcels,0.9301670185850975,0.14076271511534824,0.29728612949752653,0.9329962073324906,16.73981204954348
