d0,mean_brier,se_brier,n
0.5,0.16020702480192775,0.016471132946673225,455
0.75,0.1594165115395272,0.016635828604267395,455
1.0,0.1587208832526899,0.016719664277402495,455
1.5,0.15779873795509625,0.016778656743128898,455
2.0,0.1573513214930244,0.01679886750368035,455
3.0,0.1570874485944811,0.016810086563919392,455
4.0,0.15708297063642235,0.016812055546655026,455
5.0,0.15710113220565852,0.016812403136847755,455
6.0,0.15710156465039743,0.016812405397725088,455
8.0,0.15710156465039743,0.016812405397725088,455
10.0,0.15710156465039743,0.016812405397725088,455
12.0,0.15710156465039743,0.016812405397725088,455
