direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,STSMamba,2025,M0_equal,0.0,791,all target parcels,0.3602355216309965,0.9379848193799051,1.5567799980251833,0.41845764854614415,19.4551201011378
2025_2026_to_2021_2022,STSMamba,2025,M2_source_frozen_one_se,0.5,791,all target parcels,0.35729355383805644,0.9324051365191331,1.547884074629312,0.41719342604298354,16.73981204954348
