d0,mean_brier,se_brier,n,target_fold
0.5,0.028675177122123315,0.00748198636615104,630,0
0.75,0.028240609415663923,0.007558632811031095,630,0
1.0,0.027943777105713732,0.007589501149717265,630,0
1.5,0.02773323971505779,0.007599311367126615,630,0
2.0,0.027729766405592153,0.0076018473127383935,630,0
3.0,0.027764184443116287,0.0076050605825547235,630,0
4.0,0.027761403595046526,0.00760505558900703,630,0
5.0,0.027761294121002526,0.007605055737313157,630,0
6.0,0.02776129412100253,0.007605055737313157,630,0
8.0,0.027761294121002526,0.007605055737313157,630,0
10.0,0.027761294121002526,0.007605055737313157,630,0
12.0,0.02776129412100253,0.007605055737313157,630,0
0.5,0.019014076639263924,0.005627002768219744,632,1
0.75,0.018683872729777996,0.005722533189003863,632,1
1.0,0.01841914696046405,0.005761526023211448,632,1
1.5,0.018255933165856976,0.005776844164006345,632,1
2.0,0.018259885260167846,0.005780660512382783,632,1
3.0,0.01829324477202814,0.005784951592370784,632,1
4.0,0.018290372924613624,0.005784938304951076,632,1
5.0,0.01829026379700647,0.00578493821554416,632,1
6.0,0.01829026379700647,0.00578493821554416,632,1
8.0,0.01829026379700647,0.00578493821554416,632,1
10.0,0.01829026379700647,0.00578493821554416,632,1
12.0,0.01829026379700647,0.00578493821554416,632,1
0.5,0.029206552139948536,0.008111105463491572,582,2
0.75,0.02843212271640275,0.008115678885846226,582,2
1.0,0.027899759954423117,0.008104176323557642,582,2
1.5,0.02752892563441903,0.008099181537306576,582,2
2.0,0.02744617281614846,0.008098622757719177,582,2
3.0,0.027413104694916215,0.008098502200325477,582,2
4.0,0.027409968022926747,0.008098497176984432,582,2
5.0,0.027409849520095605,0.008098497331344174,582,2
6.0,0.027409849520095612,0.008098497331344174,582,2
8.0,0.027409849520095605,0.008098497331344174,582,2
10.0,0.027409849520095605,0.008098497331344174,582,2
12.0,0.027409849520095612,0.008098497331344174,582,2
0.5,0.026148799547251186,0.007105373619305067,658,3
0.75,0.025863377353092184,0.007177947158101715,658,3
1.0,0.0256298006728002,0.007209907708924265,658,3
1.5,0.02548369775326817,0.0072201341712397685,658,3
2.0,0.025482605923264227,0.007222611619991292,658,3
3.0,0.025514353469150857,0.007225732851437197,658,3
4.0,0.025511546284968656,0.007225727482618679,658,3
5.0,0.025511441469394613,0.007225727576024491,658,3
6.0,0.025511441469394613,0.007225727576024491,658,3
8.0,0.025511441469394613,0.007225727576024491,658,3
10.0,0.025511441469394613,0.007225727576024491,658,3
12.0,0.025511441469394613,0.007225727576024491,658,3
0.5,0.02891800224609494,0.00769281425020089,662,4
0.75,0.028537655337611264,0.007752988540603145,662,4
1.0,0.028339889159014864,0.007780765534015315,662,4
1.5,0.028196103827958233,0.007789464785753268,662,4
2.0,0.028223958917522017,0.0077919171691806,662,4
3.0,0.028276389913706065,0.007794889092060583,662,4
4.0,0.02827614489271683,0.007794890329636864,662,4
5.0,0.028276144892716824,0.007794890329636864,662,4
6.0,0.02827614489271683,0.007794890329636864,662,4
8.0,0.02827614489271683,0.007794890329636864,662,4
10.0,0.028276144892716824,0.007794890329636864,662,4
12.0,0.02827614489271683,0.007794890329636864,662,4
