d0,mean_brier,se_brier,n,target_fold
0.5,0.20114871206470886,0.01737978689496694,365,0
0.75,0.1986652051223483,0.017596990491068328,365,0
1.0,0.1972944444964503,0.01773529630870045,365,0
1.5,0.19597875822056932,0.017850513957715704,365,0
2.0,0.19555831069453541,0.01789435279277125,365,0
3.0,0.19536921950352898,0.01791805795617211,365,0
4.0,0.19532997955843004,0.017919900040163375,365,0
5.0,0.19533238317150925,0.01792038341750139,365,0
6.0,0.19533269331307154,0.01792037568257623,365,0
8.0,0.19533269331307154,0.01792037568257623,365,0
10.0,0.19533269331307154,0.01792037568257623,365,0
12.0,0.19533269331307154,0.01792037568257623,365,0
0.5,0.20545127173123787,0.017616995877660423,364,1
0.75,0.20315790766463332,0.01783558974844292,364,1
1.0,0.2016176242094777,0.017968177385515205,364,1
1.5,0.20003626889645845,0.01807856929313244,364,1
2.0,0.1994566498101205,0.018119551174331328,364,1
3.0,0.1991792827230218,0.018144358268197335,364,1
4.0,0.19916405235643134,0.018149237980449602,364,1
5.0,0.19916475055596855,0.018149797285711523,364,1
6.0,0.19916498655729203,0.018149791312011263,364,1
8.0,0.19916498655729203,0.018149791312011263,364,1
10.0,0.19916498655729203,0.018149791312011263,364,1
12.0,0.19916498655729203,0.018149791312011263,364,1
0.5,0.184006091264995,0.015825787040923165,384,2
0.75,0.18184370782369488,0.016004091307433417,384,2
1.0,0.18041532114329514,0.016108335924197824,384,2
1.5,0.1790142258108909,0.016206552309961337,384,2
2.0,0.17846351471978636,0.01623289157772969,384,2
3.0,0.1782184063699264,0.01624659274023695,384,2
4.0,0.17817699698983738,0.016249723091938933,384,2
5.0,0.1781771026270317,0.016250278172162166,384,2
6.0,0.17817732633661962,0.01625027293232376,384,2
8.0,0.17817732633661962,0.01625027293232376,384,2
10.0,0.17817732633661956,0.01625027293232376,384,2
12.0,0.17817732633661962,0.01625027293232376,384,2
0.5,0.1688124311178395,0.015609951326705077,365,3
0.75,0.1660304085393605,0.01572096019280831,365,3
1.0,0.16428381829360075,0.01579330922042524,365,3
1.5,0.16276886013506933,0.015854231897641683,365,3
2.0,0.16231049023736527,0.015878785919631076,365,3
3.0,0.16213606013385054,0.015900155800527952,365,3
4.0,0.16208214906805832,0.015901452145547754,365,3
5.0,0.16207925696166725,0.01590151112237804,365,3
6.0,0.1620791821748495,0.015901512784558838,365,3
8.0,0.1620791821748495,0.01590151278455884,365,3
10.0,0.1620791821748495,0.015901512784558838,365,3
12.0,0.1620791821748495,0.015901512784558838,365,3
0.5,0.1909470900439242,0.01719646623622369,342,4
0.75,0.18879725842407558,0.01745266866765026,342,4
1.0,0.18732708920529467,0.017598295538030724,342,4
1.5,0.18569113213761382,0.01771569021703161,342,4
2.0,0.1851589007945336,0.017765072829948773,342,4
3.0,0.18495096451273554,0.017797559140439467,342,4
4.0,0.1849044091759486,0.017801680792638042,342,4
5.0,0.18490452263526186,0.01780231979928413,342,4
6.0,0.184904773817957,0.017802313489058183,342,4
8.0,0.184904773817957,0.017802313489058183,342,4
10.0,0.184904773817957,0.017802313489058183,342,4
12.0,0.184904773817957,0.017802313489058183,342,4
