direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,VanillaTransformer,3407,M0_equal,0.0,791,all target parcels,0.7360150805932889,0.3369853701363539,0.5319456741740078,0.7193426042983565,19.4551201011378
2025_2026_to_2021_2022,VanillaTransformer,3407,M2_source_frozen_one_se,0.5,791,all target parcels,0.7475002095772482,0.3275203383033798,0.5216100900265873,0.7307206068268015,16.73981204954348
