direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,TempCNN,3407,M0_equal,0.0,791,all target parcels,0.5907023649743145,0.4981665160254742,0.8283373988764052,0.6017699115044248,19.4551201011378
2025_2026_to_2021_2022,TempCNN,3407,M2_source_frozen_one_se,0.5,791,all target parcels,0.5977624101575437,0.4885259582624576,0.8139274695723712,0.6080910240202275,16.73981204954348
