d0,mean_brier,se_brier,n
0.5,0.03566586882197662,0.006974970207807386,791
0.75,0.03469996311252047,0.006993777714090044,791
1.0,0.034207242686380035,0.007000643650988644,791
1.5,0.03392423102976077,0.007001840935497152,791
2.0,0.033876244001312124,0.007001616005429504,791
3.0,0.03386115143066008,0.007001945925420487,791
4.0,0.03385912990240814,0.007002010410890233,791
5.0,0.03385897116771818,0.007002010229117623,791
6.0,0.03385897116771818,0.007002010229117624,791
8.0,0.03385897116771818,0.007002010229117624,791
10.0,0.03385897116771818,0.007002010229117623,791
12.0,0.03385897116771818,0.007002010229117624,791
