direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2021_2022_to_2025_2026,LSTM,42,M0_equal,0.0,455,all target parcels,0.627052095523081,0.41394987257710214,0.7645732842605174,0.6923076923076923,30.53846153846154
2021_2022_to_2025_2026,LSTM,42,M2_source_frozen_one_se,0.5,455,all target parcels,0.6358169164672615,0.40574226768458194,0.7634015670722509,0.701098901098901,27.255108107730358
