d0,mean_brier,se_brier,n
0.5,0.026368552135717024,0.006475894435363827,791
0.75,0.025934676690855776,0.006530255747963975,791
1.0,0.025634815491484685,0.006551290157228281,791
1.5,0.025431611680246113,0.006558145541796352,791
2.0,0.02542208862195164,0.006560031878811622,791
3.0,0.025447094985177294,0.0065624153900972915,791
4.0,0.025444755599578515,0.00656241129004185,791
5.0,0.02544466840786205,0.006562411360069475,791
6.0,0.02544466840786205,0.006562411360069475,791
8.0,0.02544466840786205,0.006562411360069475,791
10.0,0.02544466840786205,0.006562411360069475,791
12.0,0.02544466840786205,0.006562411360069475,791
