method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.8924513224599688,0.1792108800406121,0.368406158575445,0.8989010989010989,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.8983560941782903,0.17399841928272922,0.35755532374008425,0.9032967032967033,27.255108107730358
