d0,mean_brier,se_brier,n,target_fold
0.5,0.029943122326519547,0.007540349683422386,630,0
0.75,0.029641620851493525,0.007632200093354465,630,0
1.0,0.029388435182881804,0.007663517997591443,630,0
1.5,0.029194383274947607,0.007673843995909451,630,0
2.0,0.02916043368485816,0.007674423465341316,630,0
3.0,0.029165561667449918,0.0076753843616455784,630,0
4.0,0.029162688436772916,0.007675378993212905,630,0
5.0,0.029162572939857224,0.007675379159889826,630,0
6.0,0.029162572939857224,0.007675379159889826,630,0
8.0,0.029162572939857224,0.007675379159889826,630,0
10.0,0.029162572939857224,0.007675379159889826,630,0
12.0,0.029162572939857224,0.007675379159889826,630,0
0.5,0.01941885882876116,0.005620475410677292,632,1
0.75,0.019286907505292963,0.005739422647225669,632,1
1.0,0.019107142961400578,0.005782118877393081,632,1
1.5,0.01895379713294497,0.005796977469453133,632,1
2.0,0.01892133095280981,0.005797826309889012,632,1
3.0,0.018924588284938492,0.0057991107133240375,632,1
4.0,0.01892157811063162,0.00579909624078648,632,1
5.0,0.0189214629792125,0.005799096137777112,632,1
6.0,0.0189214629792125,0.005799096137777111,632,1
8.0,0.018921462979212496,0.005799096137777111,632,1
10.0,0.0189214629792125,0.005799096137777112,632,1
12.0,0.0189214629792125,0.005799096137777111,632,1
0.5,0.030219934012386318,0.0082119302875052,582,2
0.75,0.029677001519210305,0.008234102223671182,582,2
1.0,0.029250182050004167,0.008227919674789648,582,2
1.5,0.028923845146513624,0.008224503994219876,582,2
2.0,0.028841453433061433,0.008223999404345575,582,2
3.0,0.028807737723957897,0.008223852353990764,582,2
4.0,0.028804483906413516,0.008223847063009439,582,2
5.0,0.028804358883979007,0.008223847235938931,582,2
6.0,0.028804358883979007,0.008223847235938931,582,2
8.0,0.028804358883979007,0.008223847235938931,582,2
10.0,0.028804358883979007,0.008223847235938931,582,2
12.0,0.028804358883979007,0.008223847235938931,582,2
0.5,0.026505431439779036,0.007114512661568676,658,3
0.75,0.02631251879221942,0.007195855251257491,658,3
1.0,0.026111091073368734,0.007228358980625203,658,3
1.5,0.025989955615228905,0.007240439680510516,658,3
2.0,0.025962753095683903,0.007241155327928348,658,3
3.0,0.02596627723198931,0.007242098522110025,658,3
4.0,0.025963348289508383,0.007242092310877547,658,3
5.0,0.02596323770735507,0.0072420923984455815,658,3
6.0,0.025963237707355064,0.0072420923984455815,658,3
8.0,0.025963237707355064,0.007242092398445583,658,3
10.0,0.02596323770735507,0.0072420923984455815,658,3
12.0,0.025963237707355064,0.0072420923984455815,658,3
0.5,0.029426928190345876,0.007725212962888352,662,4
0.75,0.029176776692097988,0.007799396810072759,662,4
1.0,0.02906425994724096,0.007830371675856493,662,4
1.5,0.028944888079990655,0.007840187701307197,662,4
2.0,0.028943041580795744,0.007840965182589145,662,4
3.0,0.028967837086801417,0.007841981092614986,662,4
4.0,0.028967550791738166,0.007841982513244736,662,4
5.0,0.028967550791738166,0.007841982513244734,662,4
6.0,0.028967550791738166,0.007841982513244736,662,4
8.0,0.028967550791738166,0.007841982513244736,662,4
10.0,0.028967550791738166,0.007841982513244734,662,4
12.0,0.028967550791738166,0.007841982513244736,662,4
