epoch,report,confusion_matrix,accuracy,balanced_accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,ECE,Brier,NLL,Entropy,Epistemic,Aleatoric,train_loss,test_loss
0,"              precision    recall  f1-score   support

     class 0   0.969325  0.985447  0.977320       962
     class 1   0.981481  0.898305  0.938053       354
     class 2   0.978541  0.993464  0.985946       918

    accuracy                       0.974933      2234
   macro avg   0.976449  0.959072  0.967106      2234
weighted avg   0.975038  0.974933  0.974642      2234
","[[948   3  11]
 [ 27 318   9]
 [  3   3 912]]",0.9749328558639212,0.9590720408267767,0.9593771755733123,0.9749328558639212,0.9671062103066482,0.9746421746363134,0.9749328558639212,0.9590720408267767,0.9749328558639212,0.9749328558639212,0.9764491357959679,0.9750383487802177,0.017433639497811022,0.04244555993029865,0.16506614806527067,0.021072046295940065,0.0,0.021072046295940065,,0.0017002825625240803
