d0,mean_brier,se_brier,n,target_fold
0.5,0.027871925222071443,0.007146334541360768,630,0
0.75,0.02688897494622965,0.0071762636107804275,630,0
1.0,0.02649484878204796,0.0072005210915701895,630,0
1.5,0.02624657622893097,0.007208239715288196,630,0
2.0,0.026199442114750657,0.007208055763306678,630,0
3.0,0.026180579407413626,0.0072079479465709355,630,0
4.0,0.026178626268098554,0.007207936888481941,630,0
5.0,0.026178547013011717,0.007207937075632879,630,0
6.0,0.026178547013011717,0.007207937075632878,630,0
8.0,0.026178547013011717,0.007207937075632879,630,0
10.0,0.026178547013011717,0.007207937075632879,630,0
12.0,0.026178547013011717,0.007207937075632878,630,0
0.5,0.02038961893735206,0.005847195574199046,632,1
0.75,0.01968316219237169,0.005890599166545323,632,1
1.0,0.019408241512774278,0.00592403033848338,632,1
1.5,0.019205354537594095,0.005935288783810262,632,1
2.0,0.019161151530513693,0.005934974188008194,632,1
3.0,0.019142390832938245,0.005934808206986136,632,1
4.0,0.01914039260558203,0.005934791366942982,632,1
5.0,0.019140313601302424,0.005934791444320586,632,1
6.0,0.019140313601302427,0.005934791444320586,632,1
8.0,0.019140313601302427,0.005934791444320587,632,1
10.0,0.019140313601302424,0.005934791444320586,632,1
12.0,0.019140313601302427,0.005934791444320586,632,1
0.5,0.02642652788667903,0.007464689416300235,582,2
0.75,0.025463040929019888,0.00745432099148319,582,2
1.0,0.02498545709633218,0.007451630777530799,582,2
1.5,0.024720353227640133,0.007452008291006637,582,2
2.0,0.024665814499936833,0.007451793139924934,582,2
3.0,0.02464236722382267,0.007451672964178013,582,2
4.0,0.024639824031156384,0.007451660826058514,582,2
5.0,0.024639738239567537,0.007451661007715062,582,2
6.0,0.024639738239567537,0.007451661007715062,582,2
8.0,0.024639738239567537,0.007451661007715064,582,2
10.0,0.024639738239567537,0.007451661007715062,582,2
12.0,0.024639738239567537,0.007451661007715062,582,2
0.5,0.02661981131548462,0.006820053262055675,658,3
0.75,0.026003749538968095,0.006862513733907258,658,3
1.0,0.025735951589592337,0.006890267717080216,658,3
1.5,0.025558864147037678,0.006900166853335153,658,3
2.0,0.025522859232677407,0.006900161852864801,658,3
3.0,0.02550585217730173,0.006900056964647465,658,3
4.0,0.02550387377013627,0.006900046611596095,658,3
5.0,0.025503797887606316,0.00690004677950689,658,3
6.0,0.025503797887606316,0.00690004677950689,658,3
8.0,0.025503797887606316,0.00690004677950689,658,3
10.0,0.025503797887606316,0.00690004677950689,658,3
12.0,0.025503797887606316,0.00690004677950689,658,3
0.5,0.029034704907645925,0.007401003500485416,662,4
0.75,0.028386293862904165,0.007436859996052574,662,4
1.0,0.028117628228100256,0.007461308851638915,662,4
1.5,0.02792458522205874,0.007469729334754665,662,4
2.0,0.027896935449514798,0.00746965654890067,662,4
3.0,0.027891454530724485,0.007469682757664262,662,4
4.0,0.027891542701611434,0.007469683063874487,662,4
5.0,0.027891542701611434,0.007469683063874487,662,4
6.0,0.027891542701611434,0.007469683063874487,662,4
8.0,0.027891542701611434,0.007469683063874487,662,4
10.0,0.027891542701611434,0.007469683063874487,662,4
12.0,0.027891542701611434,0.007469683063874487,662,4
