d0,mean_brier,se_brier,n,target_fold
0.5,0.030926794984885795,0.008165413392419057,630,0
0.75,0.030351012410669443,0.008233438611010472,630,0
1.0,0.029958279394229032,0.008258942795066202,630,0
1.5,0.02964468709827629,0.008265085728461047,630,0
2.0,0.029572259057682678,0.008264564195080098,630,0
3.0,0.02953919754673241,0.0082641945870081,630,0
4.0,0.029535718438522575,0.008264173423366003,630,0
5.0,0.029535564198565085,0.00826417338018182,630,0
6.0,0.029535564198565085,0.00826417338018182,630,0
8.0,0.029535564198565088,0.00826417338018182,630,0
10.0,0.029535564198565085,0.00826417338018182,630,0
12.0,0.029535564198565085,0.00826417338018182,630,0
0.5,0.019589698874003185,0.005851525198902771,632,1
0.75,0.01935989680209408,0.006001339173372958,632,1
1.0,0.01911394440772289,0.006066779829398178,632,1
1.5,0.018865171512988645,0.0060866773318346695,632,1
2.0,0.018796880963899577,0.0060859263221307814,632,1
3.0,0.01876238428761205,0.006085341074561912,632,1
4.0,0.018758788628959293,0.006085303279488214,632,1
5.0,0.01875863487710293,0.0060853027896897284,632,1
6.0,0.018758634877102935,0.0060853027896897284,632,1
8.0,0.018758634877102935,0.0060853027896897284,632,1
10.0,0.01875863487710293,0.0060853027896897284,632,1
12.0,0.018758634877102935,0.0060853027896897284,632,1
0.5,0.03330204075231559,0.008994984652881618,582,2
0.75,0.032672311870923516,0.009035105737282237,582,2
1.0,0.032210931621848175,0.009051393326968499,582,2
1.5,0.03186195454830131,0.009057863543609315,582,2
2.0,0.03178099296747105,0.009057345224159746,582,2
3.0,0.03174400049371941,0.009056972802759349,582,2
4.0,0.03174007037879015,0.0090569526372966,582,2
5.0,0.03173990341801142,0.009056952661060361,582,2
6.0,0.031739903418011424,0.009056952661060363,582,2
8.0,0.031739903418011424,0.009056952661060363,582,2
10.0,0.03173990341801142,0.009056952661060361,582,2
12.0,0.031739903418011424,0.009056952661060363,582,2
0.5,0.03082269990131891,0.008002700365684777,658,3
0.75,0.030594812749498546,0.008102809062370951,658,3
1.0,0.030387820234158487,0.008147407628216946,658,3
1.5,0.030182634092689356,0.008161325241945015,658,3
2.0,0.030116665963477982,0.008160850543168344,658,3
3.0,0.03008502870868751,0.008160511903832244,658,3
4.0,0.030081561269202025,0.008160493274884802,658,3
5.0,0.030081413592646985,0.008160493249832304,658,3
6.0,0.030081413592646985,0.008160493249832305,658,3
8.0,0.030081413592646985,0.008160493249832305,658,3
10.0,0.030081413592646985,0.008160493249832304,658,3
12.0,0.030081413592646985,0.008160493249832305,658,3
0.5,0.03237914539968027,0.008458083257163481,662,4
0.75,0.032099217369259934,0.008550150140315753,662,4
1.0,0.031961482060015325,0.008595885975458187,662,4
1.5,0.031764875591906994,0.008609043991061924,662,4
2.0,0.03173721194175766,0.008609052468998098,662,4
3.0,0.031730279388814876,0.0086090857885929,662,4
4.0,0.03173005959358304,0.008609086922028015,662,4
5.0,0.03173005959358304,0.008609086922028013,662,4
6.0,0.03173005959358304,0.008609086922028015,662,4
8.0,0.03173005959358304,0.008609086922028015,662,4
10.0,0.03173005959358304,0.008609086922028013,662,4
12.0,0.03173005959358304,0.008609086922028015,662,4
