method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,791,all spatial OOF parcels,0.986193800214746,0.032085068349734486,0.10023486663889367,0.9873577749683944,19.4551201011378
M2_linear_one_se_crossfit,,791,all spatial OOF parcels,0.986193800214746,0.029381380858518304,0.09139588981640918,0.9873577749683944,16.73981204954348
