method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.8841682734713942,0.18324448542179284,0.3751705814684863,0.8923076923076924,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.8971501017440312,0.17649093585963493,0.3623860367349346,0.9032967032967033,27.255108107730358
