method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.8905686953383012,0.19501567656598962,0.3994361031146837,0.8967032967032967,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.8885814012093222,0.18648758149451322,0.38428486765537506,0.8945054945054945,27.255108107730358
